Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
REF:Gammaproteobacteria_gi_420389841-36754-62776	26022	1	Gammaproteobacteria_gi_420389841-36754-62776	prophage	prophage
REF:Gammaproteobacteria_gi_545278463-309273-335105	25832	1	Gammaproteobacteria_gi_545278463-309273-335105	prophage	prophage
REF:Gammaproteobacteria_gi_489740706	25745	1	Gammaproteobacteria_gi_489740706	prophage	prophage
REF:Gammaproteobacteria_gi_485949414	25346	1	Gammaproteobacteria_gi_485949414	prophage	prophage
REF:Gammaproteobacteria_gi_419276689	24976	1	Gammaproteobacteria_gi_419276689	prophage	prophage
REF:Gammaproteobacteria_gi_487383077	24829	1	Gammaproteobacteria_gi_487383077	prophage	prophage
REF:Gammaproteobacteria_gi_559192198-185032-209818	24786	1	Gammaproteobacteria_gi_559192198-185032-209818	prophage	prophage
REF:Gammaproteobacteria_gi_386698504-3185335-3210110	24775	1	Gammaproteobacteria_gi_386698504-3185335-3210110	prophage	prophage
REF:Gammaproteobacteria_gi_506938251-4266-29004	24738	1	Gammaproteobacteria_gi_506938251-4266-29004	prophage	prophage
REF:Gammaproteobacteria_gi_485894112-350-25037	24687	1	Gammaproteobacteria_gi_485894112-350-25037	prophage	prophage
REF:Gammaproteobacteria_gi_486136566-313-24996	24683	1	Gammaproteobacteria_gi_486136566-313-24996	prophage	prophage
REF:Gammaproteobacteria_gi_486151065-656-25339	24683	1	Gammaproteobacteria_gi_486151065-656-25339	prophage	prophage
REF:Gammaproteobacteria_gi_417617096	24639	1	Gammaproteobacteria_gi_417617096	prophage	prophage
REF:Gammaproteobacteria_gi_163779599	24522	1	Gammaproteobacteria_gi_163779599	prophage	prophage
REF:Gammaproteobacteria_gi_485886721	24350	1	Gammaproteobacteria_gi_485886721	prophage	prophage
REF:Gammaproteobacteria_gi_487389500	24220	1	Gammaproteobacteria_gi_487389500	prophage	prophage
REF:Gammaproteobacteria_gi_422774023-552464-576596	24132	1	Gammaproteobacteria_gi_422774023-552464-576596	prophage	prophage
REF:Gammaproteobacteria_gi_485895762	24079	1	Gammaproteobacteria_gi_485895762	prophage	prophage
REF:Gammaproteobacteria_gi_487574767-26082-49867	23784	1	Gammaproteobacteria_gi_487574767-26082-49867	prophage	prophage
REF:Gammaproteobacteria_gi_553998107	23764	1	Gammaproteobacteria_gi_553998107	prophage	prophage
REF:Gammaproteobacteria_gi_208822007-685954-709593	23639	1	Gammaproteobacteria_gi_208822007-685954-709593	prophage	prophage
REF:Gammaproteobacteria_gi_489688868	23510	1	Gammaproteobacteria_gi_489688868	prophage	prophage
REF:Gammaproteobacteria_gi_486156453	23336	1	Gammaproteobacteria_gi_486156453	prophage	prophage
REF:Gammaproteobacteria_gi_486161668	23319	1	Gammaproteobacteria_gi_486161668	prophage	prophage
REF:Gammaproteobacteria_gi_485864642	23272	1	Gammaproteobacteria_gi_485864642	prophage	prophage
REF:Gammaproteobacteria_gi_506860722	23254	1	Gammaproteobacteria_gi_506860722	prophage	prophage
REF:Gammaproteobacteria_gi_445028139	23210	1	Gammaproteobacteria_gi_445028139	prophage	prophage
3300002231_____KVRMV2_100116938	23147	1	Marine	36.5	25.45
REF:Gammaproteobacteria_gi_425266350	23085	1	Gammaproteobacteria_gi_425266350	prophage	prophage
REF:Gammaproteobacteria_gi_452702256	23073	1	Gammaproteobacteria_gi_452702256	prophage	prophage
REF:Gammaproteobacteria_gi_556555709	23055	1	Gammaproteobacteria_gi_556555709	prophage	prophage
REF:Gammaproteobacteria_gi_425185535	22836	1	Gammaproteobacteria_gi_425185535	prophage	prophage
REF:Gammaproteobacteria_gi_416346558-350834-373632	22798	1	Gammaproteobacteria_gi_416346558-350834-373632	prophage	prophage
REF:Gammaproteobacteria_gi_419872203	22718	1	Gammaproteobacteria_gi_419872203	prophage	prophage
REF:Gammaproteobacteria_gi_476380612-306-23023	22717	1	Gammaproteobacteria_gi_476380612-306-23023	prophage	prophage
REF:Gammaproteobacteria_gi_487633183	22676	1	Gammaproteobacteria_gi_487633183	prophage	prophage
REF:Gammaproteobacteria_gi_487616072	22560	1	Gammaproteobacteria_gi_487616072	prophage	prophage
REF:Gammaproteobacteria_gi_425304685	22519	1	Gammaproteobacteria_gi_425304685	prophage	prophage
REF:Gammaproteobacteria_gi_485934336	22492	1	Gammaproteobacteria_gi_485934336	prophage	prophage
REF:Gammaproteobacteria_gi_485839184	22431	1	Gammaproteobacteria_gi_485839184	prophage	prophage
REF:Gammaproteobacteria_gi_487472428	22384	1	Gammaproteobacteria_gi_487472428	prophage	prophage
REF:Gammaproteobacteria_gi_486323167	22378	1	Gammaproteobacteria_gi_486323167	prophage	prophage
REF:Gammaproteobacteria_gi_418958901	22302	1	Gammaproteobacteria_gi_418958901	prophage	prophage
REF:Gammaproteobacteria_gi_506557407	22248	1	Gammaproteobacteria_gi_506557407	prophage	prophage
REF:Gammaproteobacteria_gi_545139348	22209	1	Gammaproteobacteria_gi_545139348	prophage	prophage
REF:Gammaproteobacteria_gi_486365888	22017	1	Gammaproteobacteria_gi_486365888	prophage	prophage
REF:Gammaproteobacteria_gi_425167143-39413-61400	21987	1	Gammaproteobacteria_gi_425167143-39413-61400	prophage	prophage
REF:Gammaproteobacteria_gi_419288612	21946	1	Gammaproteobacteria_gi_419288612	prophage	prophage
REF:Gammaproteobacteria_gi_545138851-0-21930	21930	1	Gammaproteobacteria_gi_545138851-0-21930	prophage	prophage
REF:Gammaproteobacteria_gi_486401423	21670	1	Gammaproteobacteria_gi_486401423	prophage	prophage
REF:Gammaproteobacteria_gi_163780013	21653	1	Gammaproteobacteria_gi_163780013	prophage	prophage
REF:Gammaproteobacteria_gi_419384963	21435	1	Gammaproteobacteria_gi_419384963	prophage	prophage
REF:Gammaproteobacteria_gi_425359415	21392	1	Gammaproteobacteria_gi_425359415	prophage	prophage
REF:Gammaproteobacteria_gi_487551465	21380	1	Gammaproteobacteria_gi_487551465	prophage	prophage
REF:Gammaproteobacteria_gi_490061936	21341	1	Gammaproteobacteria_gi_490061936	prophage	prophage
REF:Gammaproteobacteria_gi_486337599	21222	1	Gammaproteobacteria_gi_486337599	prophage	prophage
REF:Gammaproteobacteria_gi_452700520	21075	1	Gammaproteobacteria_gi_452700520	prophage	prophage
REF:Gammaproteobacteria_gi_545256008-336605-357499	20894	1	Gammaproteobacteria_gi_545256008-336605-357499	prophage	prophage
REF:Gammaproteobacteria_gi_420297349-35912-56786	20849	1	Gammaproteobacteria_gi_420297349-35912-56786	prophage	prophage
REF:Gammaproteobacteria_gi_485847037	20835	1	Gammaproteobacteria_gi_485847037	prophage	prophage
REF:Gammaproteobacteria_gi_485892442	20816	1	Gammaproteobacteria_gi_485892442	prophage	prophage
REF:Gammaproteobacteria_gi_486430369	20636	1	Gammaproteobacteria_gi_486430369	prophage	prophage
REF:Gammaproteobacteria_gi_545136087-36326-56967	20619	1	Gammaproteobacteria_gi_545136087-36326-56967	prophage	prophage
REF:Gammaproteobacteria_gi_485836883	20605	1	Gammaproteobacteria_gi_485836883	prophage	prophage
REF:Gammaproteobacteria_gi_506938694	20526	1	Gammaproteobacteria_gi_506938694	prophage	prophage
REF:Gammaproteobacteria_gi_486377405	20524	1	Gammaproteobacteria_gi_486377405	prophage	prophage
REF:Gammaproteobacteria_gi_485850267	20510	1	Gammaproteobacteria_gi_485850267	prophage	prophage
REF:Gammaproteobacteria_gi_486355231	20482	1	Gammaproteobacteria_gi_486355231	prophage	prophage
REF:Gammaproteobacteria_gi_485906292	20430	1	Gammaproteobacteria_gi_485906292	prophage	prophage
REF:Gammaproteobacteria_gi_487501071	20132	1	Gammaproteobacteria_gi_487501071	prophage	prophage
REF:Gammaproteobacteria_gi_487644005	20129	1	Gammaproteobacteria_gi_487644005	prophage	prophage
REF:Gammaproteobacteria_gi_487517913	20091	1	Gammaproteobacteria_gi_487517913	prophage	prophage
REF:Gammaproteobacteria_gi_487513384	20017	1	Gammaproteobacteria_gi_487513384	prophage	prophage
REF:Gammaproteobacteria_gi_487555291	19972	1	Gammaproteobacteria_gi_487555291	prophage	prophage
REF:Gammaproteobacteria_gi_545138472-7414-27389	19950	1	Gammaproteobacteria_gi_545138472-7414-27389	prophage	prophage
REF:Gammaproteobacteria_gi_433173374-147-19961	19814	1	Gammaproteobacteria_gi_433173374-147-19961	prophage	prophage
REF:Gammaproteobacteria_gi_545136824	19644	1	Gammaproteobacteria_gi_545136824	prophage	prophage
REF:Gammaproteobacteria_gi_485859993	19558	1	Gammaproteobacteria_gi_485859993	prophage	prophage
REF:Gammaproteobacteria_gi_545136634-41187-60743	19531	1	Gammaproteobacteria_gi_545136634-41187-60743	prophage	prophage
REF:Gammaproteobacteria_gi_487533783	19494	1	Gammaproteobacteria_gi_487533783	prophage	prophage
REF:Gammaproteobacteria_gi_452333186-0-19179	19179	1	Gammaproteobacteria_gi_452333186-0-19179	prophage	prophage
REF:Gammaproteobacteria_gi_452296328-0-19175	19175	1	Gammaproteobacteria_gi_452296328-0-19175	prophage	prophage
REF:Gammaproteobacteria_gi_420268722-31563-50609	19021	1	Gammaproteobacteria_gi_420268722-31563-50609	prophage	prophage
REF:Gammaproteobacteria_gi_419108338	18981	1	Gammaproteobacteria_gi_419108338	prophage	prophage
REF:Gammaproteobacteria_gi_486383322	18700	1	Gammaproteobacteria_gi_486383322	prophage	prophage
3300010260_____Ga0129315_1000786	18686	1	Host-animal	43.07	-89.4
REF:Gammaproteobacteria_gi_425277421	18677	1	Gammaproteobacteria_gi_425277421	prophage	prophage
3300013741_____Ga0120873_100441	18667	1	Engineered-subway	40.74	-73.94
REF:Gammaproteobacteria_gi_485856972	18488	1	Gammaproteobacteria_gi_485856972	prophage	prophage
REF:Gammaproteobacteria_gi_486208488	18449	1	Gammaproteobacteria_gi_486208488	prophage	prophage
REF:Gammaproteobacteria_gi_486723079	18377	1	Gammaproteobacteria_gi_486723079	prophage	prophage
REF:Gammaproteobacteria_gi_486088187	18373	1	Gammaproteobacteria_gi_486088187	prophage	prophage
REF:Gammaproteobacteria_gi_545171409-0-18261	18261	1	Gammaproteobacteria_gi_545171409-0-18261	prophage	prophage
REF:Gammaproteobacteria_gi_421830262	18189	1	Gammaproteobacteria_gi_421830262	prophage	prophage
REF:Gammaproteobacteria_gi_417586362-514221-532412	18166	1	Gammaproteobacteria_gi_417586362-514221-532412	prophage	prophage
REF:Gammaproteobacteria_gi_422373652	18133	1	Gammaproteobacteria_gi_422373652	prophage	prophage
REF:Gammaproteobacteria_gi_487683819	18126	1	Gammaproteobacteria_gi_487683819	prophage	prophage
REF:Gammaproteobacteria_gi_486253913-82-17914	17832	1	Gammaproteobacteria_gi_486253913-82-17914	prophage	prophage
REF:Gammaproteobacteria_gi_487400375	17832	1	Gammaproteobacteria_gi_487400375	prophage	prophage
REF:Gammaproteobacteria_gi_417129507	17705	1	Gammaproteobacteria_gi_417129507	prophage	prophage
REF:Gammaproteobacteria_gi_424121041	17671	1	Gammaproteobacteria_gi_424121041	prophage	prophage
REF:Gammaproteobacteria_gi_506938696	17624	1	Gammaproteobacteria_gi_506938696	prophage	prophage
3300000579_____AP72_2010_repI_A01DRAFT_1000040	17547	1	Terrestrial-soil	-10.171667	-62.7875
REF:Gammaproteobacteria_gi_490284323	17515	1	Gammaproteobacteria_gi_490284323	prophage	prophage
REF:Gammaproteobacteria_gi_424076601	17507	1	Gammaproteobacteria_gi_424076601	prophage	prophage
REF:Gammaproteobacteria_gi_416307160	17488	1	Gammaproteobacteria_gi_416307160	prophage	prophage
REF:Gammaproteobacteria_gi_545139130	17429	1	Gammaproteobacteria_gi_545139130	prophage	prophage
REF:Gammaproteobacteria_gi_419080446	17329	1	Gammaproteobacteria_gi_419080446	prophage	prophage
REF:Gammaproteobacteria_gi_445022984	17264	1	Gammaproteobacteria_gi_445022984	prophage	prophage
REF:Gammaproteobacteria_gi_545138466	17227	1	Gammaproteobacteria_gi_545138466	prophage	prophage
REF:Gammaproteobacteria_gi_419241153	17001	1	Gammaproteobacteria_gi_419241153	prophage	prophage
REF:Gammaproteobacteria_gi_419108739	16975	1	Gammaproteobacteria_gi_419108739	prophage	prophage
REF:Gammaproteobacteria_gi_419085125	16926	1	Gammaproteobacteria_gi_419085125	prophage	prophage
REF:Gammaproteobacteria_gi_300825092	16822	1	Gammaproteobacteria_gi_300825092	prophage	prophage
REF:Gammaproteobacteria_gi_556579735	16774	1	Gammaproteobacteria_gi_556579735	prophage	prophage
REF:Gammaproteobacteria_gi_553961569	16753	1	Gammaproteobacteria_gi_553961569	prophage	prophage
REF:Gammaproteobacteria_gi_545147906	16712	1	Gammaproteobacteria_gi_545147906	prophage	prophage
REF:Gammaproteobacteria_gi_419374558	16673	1	Gammaproteobacteria_gi_419374558	prophage	prophage
2100351010_____DHTCA2_contig00790__length_16655___numreads_20817	16655	1	Engineered-other	43.449776	-80.489086
REF:Gammaproteobacteria_gi_485851364	16618	1	Gammaproteobacteria_gi_485851364	prophage	prophage
REF:Gammaproteobacteria_gi_487599933	16613	1	Gammaproteobacteria_gi_487599933	prophage	prophage
REF:Gammaproteobacteria_gi_417622762	16588	1	Gammaproteobacteria_gi_417622762	prophage	prophage
REF:Gammaproteobacteria_gi_487675664	16560	1	Gammaproteobacteria_gi_487675664	prophage	prophage
REF:Gammaproteobacteria_gi_486424191	16522	1	Gammaproteobacteria_gi_486424191	prophage	prophage
REF:Gammaproteobacteria_gi_490000526	16485	1	Gammaproteobacteria_gi_490000526	prophage	prophage
REF:Gammaproteobacteria_gi_490012420-8929-25416	16462	1	Gammaproteobacteria_gi_490012420-8929-25416	prophage	prophage
REF:Gammaproteobacteria_gi_545145885	16419	1	Gammaproteobacteria_gi_545145885	prophage	prophage
REF:Gammaproteobacteria_gi_425384784	16385	1	Gammaproteobacteria_gi_425384784	prophage	prophage
REF:Gammaproteobacteria_gi_487582029-80787-97168	16381	1	Gammaproteobacteria_gi_487582029-80787-97168	prophage	prophage
REF:Gammaproteobacteria_gi_163780189	16352	1	Gammaproteobacteria_gi_163780189	prophage	prophage
REF:Gammaproteobacteria_gi_545164127-0-16327	16327	1	Gammaproteobacteria_gi_545164127-0-16327	prophage	prophage
REF:Gammaproteobacteria_gi_556599838	16254	1	Gammaproteobacteria_gi_556599838	prophage	prophage
REF:Gammaproteobacteria_gi_433090867	16157	1	Gammaproteobacteria_gi_433090867	prophage	prophage
REF:Gammaproteobacteria_gi_556694790	16122	1	Gammaproteobacteria_gi_556694790	prophage	prophage
REF:Gammaproteobacteria_gi_487682400	16108	1	Gammaproteobacteria_gi_487682400	prophage	prophage
REF:Gammaproteobacteria_gi_417628228	16089	1	Gammaproteobacteria_gi_417628228	prophage	prophage
REF:Gammaproteobacteria_gi_506815621	16053	1	Gammaproteobacteria_gi_506815621	prophage	prophage
REF:Gammaproteobacteria_gi_506821236	16053	1	Gammaproteobacteria_gi_506821236	prophage	prophage
REF:Gammaproteobacteria_gi_424568417	16023	1	Gammaproteobacteria_gi_424568417	prophage	prophage
REF:Gammaproteobacteria_gi_545138872	15985	1	Gammaproteobacteria_gi_545138872	prophage	prophage
REF:Gammaproteobacteria_gi_485854200	15970	1	Gammaproteobacteria_gi_485854200	prophage	prophage
REF:Gammaproteobacteria_gi_486431936	15965	1	Gammaproteobacteria_gi_486431936	prophage	prophage
REF:Gammaproteobacteria_gi_424089517	15937	1	Gammaproteobacteria_gi_424089517	prophage	prophage
REF:Gammaproteobacteria_gi_163780355	15903	1	Gammaproteobacteria_gi_163780355	prophage	prophage
REF:Gammaproteobacteria_gi_487146808	15875	1	Gammaproteobacteria_gi_487146808	prophage	prophage
REF:Gammaproteobacteria_gi_420269007	15821	1	Gammaproteobacteria_gi_420269007	prophage	prophage
REF:Gammaproteobacteria_gi_490098110	15800	1	Gammaproteobacteria_gi_490098110	prophage	prophage
REF:Gammaproteobacteria_gi_506848693	15782	1	Gammaproteobacteria_gi_506848693	prophage	prophage
REF:Gammaproteobacteria_gi_490007434	15781	1	Gammaproteobacteria_gi_490007434	prophage	prophage
REF:Gammaproteobacteria_gi_506840746	15781	1	Gammaproteobacteria_gi_506840746	prophage	prophage
REF:Gammaproteobacteria_gi_506829396	15778	1	Gammaproteobacteria_gi_506829396	prophage	prophage
REF:Gammaproteobacteria_gi_487611971	15743	1	Gammaproteobacteria_gi_487611971	prophage	prophage
REF:Gammaproteobacteria_gi_487358986	15684	1	Gammaproteobacteria_gi_487358986	prophage	prophage
REF:Gammaproteobacteria_gi_420274664-42503-58140	15612	1	Gammaproteobacteria_gi_420274664-42503-58140	prophage	prophage
3300001676_____TuiMalila_1000411	15566	1	Marine	-21.99002	-176.568744
REF:Gammaproteobacteria_gi_485858670	15565	1	Gammaproteobacteria_gi_485858670	prophage	prophage
REF:Gammaproteobacteria_gi_558508352	15533	1	Gammaproteobacteria_gi_558508352	prophage	prophage
REF:Gammaproteobacteria_gi_556694852	15506	1	Gammaproteobacteria_gi_556694852	prophage	prophage
REF:Gammaproteobacteria_gi_486316231	15475	1	Gammaproteobacteria_gi_486316231	prophage	prophage
REF:Gammaproteobacteria_gi_422354371	15437	1	Gammaproteobacteria_gi_422354371	prophage	prophage
REF:Gammaproteobacteria_gi_485847943	15402	1	Gammaproteobacteria_gi_485847943	prophage	prophage
REF:Gammaproteobacteria_gi_498490639-4-15404	15400	1	Gammaproteobacteria_gi_498490639-4-15404	prophage	prophage
REF:Gammaproteobacteria_gi_416333389	15348	1	Gammaproteobacteria_gi_416333389	prophage	prophage
REF:Gammaproteobacteria_gi_486386289	15340	1	Gammaproteobacteria_gi_486386289	prophage	prophage
REF:Gammaproteobacteria_gi_487636178	15329	1	Gammaproteobacteria_gi_487636178	prophage	prophage
REF:Gammaproteobacteria_gi_485852519	15309	1	Gammaproteobacteria_gi_485852519	prophage	prophage
REF:Gammaproteobacteria_gi_487033013	15264	1	Gammaproteobacteria_gi_487033013	prophage	prophage
REF:Gammaproteobacteria_gi_476381872	15250	1	Gammaproteobacteria_gi_476381872	prophage	prophage
REF:Gammaproteobacteria_gi_452303148-1200487-1215658	15171	1	Gammaproteobacteria_gi_452303148-1200487-1215658	prophage	prophage
REF:Gammaproteobacteria_gi_487394310-419-15585	15166	1	Gammaproteobacteria_gi_487394310-419-15585	prophage	prophage
REF:Gammaproteobacteria_gi_419940094	15114	1	Gammaproteobacteria_gi_419940094	prophage	prophage
REF:Gammaproteobacteria_gi_486039907	15036	1	Gammaproteobacteria_gi_486039907	prophage	prophage
REF:Gammaproteobacteria_gi_433128902	14918	1	Gammaproteobacteria_gi_433128902	prophage	prophage
REF:Gammaproteobacteria_gi_486114202	14832	1	Gammaproteobacteria_gi_486114202	prophage	prophage
REF:Gammaproteobacteria_gi_452721350	14828	1	Gammaproteobacteria_gi_452721350	prophage	prophage
REF:Gammaproteobacteria_gi_487570962	14805	1	Gammaproteobacteria_gi_487570962	prophage	prophage
REF:Gammaproteobacteria_gi_480992285	14711	1	Gammaproteobacteria_gi_480992285	prophage	prophage
REF:Gammaproteobacteria_gi_485849439	14703	1	Gammaproteobacteria_gi_485849439	prophage	prophage
REF:Gammaproteobacteria_gi_487551730	14606	1	Gammaproteobacteria_gi_487551730	prophage	prophage
3300000561_____F21B_10003419	14597	1	Terrestrial-soil	39.100992	-96.608258
REF:Gammaproteobacteria_gi_485848481	14596	1	Gammaproteobacteria_gi_485848481	prophage	prophage
REF:Gammaproteobacteria_gi_419130247	14565	1	Gammaproteobacteria_gi_419130247	prophage	prophage
REF:Gammaproteobacteria_gi_545147183	14525	1	Gammaproteobacteria_gi_545147183	prophage	prophage
REF:Gammaproteobacteria_gi_545146951	14523	1	Gammaproteobacteria_gi_545146951	prophage	prophage
3300000443_____F12B_10009274	14498	1	Terrestrial-soil	39.100992	-96.608258
REF:Gammaproteobacteria_gi_425353434	14451	1	Gammaproteobacteria_gi_425353434	prophage	prophage
REF:Gammaproteobacteria_gi_545267615-1687-16137	14450	1	Gammaproteobacteria_gi_545267615-1687-16137	prophage	prophage
REF:Gammaproteobacteria_gi_545138633	14448	1	Gammaproteobacteria_gi_545138633	prophage	prophage
REF:Gammaproteobacteria_gi_485881735	14431	1	Gammaproteobacteria_gi_485881735	prophage	prophage
